elapsed time = 2.86 | seconds power is 2 | number of threads is 1 | block size is 4
elapsed time = 89.55 | seconds power is 5 | number of threads is 1 | block size is 16
elapsed time = 91.92 | seconds power is 6 | number of threads is 1 | block size is 16
elapsed time = 94.31 | seconds power is 7 | number of threads is 1 | block size is 16
elapsed time = 96.68 | seconds power is 8 | number of threads is 1 | block size is 16
elapsed time = 99.05 | seconds power is 9 | number of threads is 1 | block size is 16
elapsed time = 101.42 | seconds power is 10 | number of threads is 1 | block size is 16
elapsed time = 103.79 | seconds power is 11 | number of threads is 1 | block size is 16
elapsed time = 106.16 | seconds power is 12 | number of threads is 1 | block size is 16
elapsed time = 108.53 | seconds power is 13 | number of threads is 1 | block size is 16
elapsed time = 110.91 | seconds power is 14 | number of threads is 1 | block size is 16
elapsed time = 113.27 | seconds power is 15 | number of threads is 1 | block size is 16
elapsed time = 115.64 | seconds power is 16 | number of threads is 1 | block size is 16
elapsed time = 118.02 | seconds power is 2 | number of threads is 1 | block size is 32
elapsed time = 120.40 | seconds power is 3 | number of threads is 1 | block size is 32
elapsed time = 122.79 | seconds power is 4 | number of threads is 1 | block size is 32
elapsed time = 125.18 | seconds power is 5 | number of threads is 1 | block size is 32
elapsed time = 127.57 | seconds power is 6 | number of threads is 1 | block size is 32
elapsed time = 129.95 | seconds power is 7 | number of threads is 1 | block size is 32
elapsed time = 132.33 | seconds power is 8 | number of threads is 1 | block size is 32
elapsed time = 134.71 | seconds power is 9 | number of threads is 1 | block size is 32
elapsed time = 137.10 | seconds power is 10 | number of threads is 1 | block size is 32
elapsed time = 139.49 | seconds power is 11 | number of threads is 1 | block size is 32
elapsed time = 141.87 | seconds power is 12 | number of threads is 1 | block size is 32
elapsed time = 144.25 | seconds power is 13 | number of threads is 1 | block size is 32
elapsed time = 146.64 | seconds power is 14 | number of threads is 1 | block size is 32
elapsed time = 149.02 | seconds power is 15 | number of threads is 1 | block size is 32
elapsed time = 151.41 | seconds power is 16 | number of threads is 1 | block size is 32
elapsed time = 153.78 | seconds power is 2 | number of threads is 1 | block size is 64
elapsed time = 156.15 | seconds power is 3 | number of threads is 1 | block size is 64
elapsed time = 158.52 | seconds power is 4 | number of threads is 1 | block size is 64
elapsed time = 160.89 | seconds power is 5 | number of threads is 1 | block size is 64
elapsed time = 163.26 | seconds power is 6 | number of threads is 1 | block size is 64
elapsed time = 165.63 | seconds power is 7 | number of threads is 1 | block size is 64
elapsed time = 168.00 | seconds power is 8 | number of threads is 1 | block size is 64
elapsed time = 170.37 | seconds power is 9 | number of threads is 1 | block size is 64
elapsed time = 172.74 | seconds power is 10 | number of threads is 1 | block size is 64
elapsed time = 175.11 | seconds power is 11 | number of threads is 1 | block size is 64
elapsed time = 177.48 | seconds power is 12 | number of threads is 1 | block size is 64
elapsed time = 179.84 | seconds power is 13 | number of threads is 1 | block size is 64
elapsed time = 182.21 | seconds power is 14 | number of threads is 1 | block size is 64
elapsed time = 184.58 | seconds power is 15 | number of threads is 1 | block size is 64
elapsed time = 186.95 | seconds power is 16 | number of threads is 1 | block size is 64
1024 1 thread done
elapsed time = 1.45 | seconds power is 2 | number of threads is 2 | block size is 4
elapsed time = 2.86 | seconds power is 3 | number of threads is 2 | block size is 4
elapsed time = 4.27 | seconds power is 4 | number of threads is 2 | block size is 4
elapsed time = 5.68 | seconds power is 5 | number of threads is 2 | block size is 4
elapsed time = 7.09 | seconds power is 6 | number of threads is 2 | block size is 4
elapsed time = 8.50 | seconds power is 7 | number of threads is 2 | block size is 4
elapsed time = 9.91 | seconds power is 8 | number of threads is 2 | block size is 4
elapsed time = 11.32 | seconds power is 9 | number of threads is 2 | block size is 4
elapsed time = 12.73 | seconds power is 10 | number of threads is 2 | block size is 4
elapsed time = 14.14 | seconds power is 11 | number of threads is 2 | block size is 4
elapsed time = 15.55 | seconds power is 12 | number of threads is 2 | block size is 4
elapsed time = 16.97 | seconds power is 13 | number of threads is 2 | block size is 4
elapsed time = 18.38 | seconds power is 14 | number of threads is 2 | block size is 4
elapsed time = 19.79 | seconds power is 15 | number of threads is 2 | block size is 4
elapsed time = 21.20 | seconds power is 16 | number of threads is 2 | block size is 4
elapsed time = 22.46 | seconds power is 2 | number of threads is 2 | block size is 8
elapsed time = 23.72 | seconds power is 3 | number of threads is 2 | block size is 8
elapsed time = 24.97 | seconds power is 4 | number of threads is 2 | block size is 8
elapsed time = 26.23 | seconds power is 5 | number of threads is 2 | block size is 8
elapsed time = 27.49 | seconds power is 6 | number of threads is 2 | block size is 8
elapsed time = 28.74 | seconds power is 7 | number of threads is 2 | block size is 8
elapsed time = 30.01 | seconds power is 8 | number of threads is 2 | block size is 8
elapsed time = 31.27 | seconds power is 9 | number of threads is 2 | block size is 8
elapsed time = 32.53 | seconds power is 10 | number of threads is 2 | block size is 8
elapsed time = 33.79 | seconds power is 11 | number of threads is 2 | block size is 8
elapsed time = 35.05 | seconds power is 12 | number of threads is 2 | block size is 8
elapsed time = 36.31 | seconds power is 13 | number of threads is 2 | block size is 8
elapsed time = 37.57 | seconds power is 14 | number of threads is 2 | block size is 8
elapsed time = 38.83 | seconds power is 15 | number of threads is 2 | block size is 8
elapsed time = 40.09 | seconds power is 16 | number of threads is 2 | block size is 8
elapsed time = 41.28 | seconds power is 2 | number of threads is 2 | block size is 16
elapsed time = 42.46 | seconds power is 3 | number of threads is 2 | block size is 16
elapsed time = 43.65 | seconds power is 4 | number of threads is 2 | block size is 16
elapsed time = 44.84 | seconds power is 5 | number of threads is 2 | block size is 16
elapsed time = 46.02 | seconds power is 6 | number of threads is 2 | block size is 16
elapsed time = 47.21 | seconds power is 7 | number of threads is 2 | block size is 16
elapsed time = 48.40 | seconds power is 8 | number of threads is 2 | block size is 16
elapsed time = 49.58 | seconds power is 9 | number of threads is 2 | block size is 16
elapsed time = 50.77 | seconds power is 10 | number of threads is 2 | block size is 16
elapsed time = 51.96 | seconds power is 11 | number of threads is 2 | block size is 16
elapsed time = 53.14 | seconds power is 12 | number of threads is 2 | block size is 16
elapsed time = 54.33 | seconds power is 13 | number of threads is 2 | block size is 16
elapsed time = 55.52 | seconds power is 14 | number of threads is 2 | block size is 16
elapsed time = 56.70 | seconds power is 15 | number of threads is 2 | block size is 16
elapsed time = 57.89 | seconds power is 16 | number of threads is 2 | block size is 16
elapsed time = 59.08 | seconds power is 2 | number of threads is 2 | block size is 32
elapsed time = 60.28 | seconds power is 3 | number of threads is 2 | block size is 32
elapsed time = 61.48 | seconds power is 4 | number of threads is 2 | block size is 32
elapsed time = 62.67 | seconds power is 5 | number of threads is 2 | block size is 32
elapsed time = 63.87 | seconds power is 6 | number of threads is 2 | block size is 32
elapsed time = 65.07 | seconds power is 7 | number of threads is 2 | block size is 32
elapsed time = 66.26 | seconds power is 8 | number of threads is 2 | block size is 32
elapsed time = 67.46 | seconds power is 9 | number of threads is 2 | block size is 32
elapsed time = 68.66 | seconds power is 10 | number of threads is 2 | block size is 32
elapsed time = 69.85 | seconds power is 11 | number of threads is 2 | block size is 32
elapsed time = 71.05 | seconds power is 12 | number of threads is 2 | block size is 32
elapsed time = 72.24 | seconds power is 13 | number of threads is 2 | block size is 32
elapsed time = 73.43 | seconds power is 14 | number of threads is 2 | block size is 32
elapsed time = 74.63 | seconds power is 15 | number of threads is 2 | block size is 32
elapsed time = 75.82 | seconds power is 16 | number of threads is 2 | block size is 32
elapsed time = 77.01 | seconds power is 2 | number of threads is 2 | block size is 64
elapsed time = 78.20 | seconds power is 3 | number of threads is 2 | block size is 64
elapsed time = 79.38 | seconds power is 4 | number of threads is 2 | block size is 64
elapsed time = 80.57 | seconds power is 5 | number of threads is 2 | block size is 64
elapsed time = 81.76 | seconds power is 6 | number of threads is 2 | block size is 64
elapsed time = 82.95 | seconds power is 7 | number of threads is 2 | block size is 64
elapsed time = 84.13 | seconds power is 8 | number of threads is 2 | block size is 64
elapsed time = 85.32 | seconds power is 9 | number of threads is 2 | block size is 64
elapsed time = 86.51 | seconds power is 10 | number of threads is 2 | block size is 64
elapsed time = 87.69 | seconds power is 11 | number of threads is 2 | block size is 64
elapsed time = 88.88 | seconds power is 12 | number of threads is 2 | block size is 64
elapsed time = 90.07 | seconds power is 13 | number of threads is 2 | block size is 64
elapsed time = 91.26 | seconds power is 14 | number of threads is 2 | block size is 64
elapsed time = 92.44 | seconds power is 15 | number of threads is 2 | block size is 64
elapsed time = 93.63 | seconds power is 16 | number of threads is 2 | block size is 64
1024 2 thread done
elapsed time = 0.79 | seconds power is 2 | number of threads is 4 | block size is 4
elapsed time = 1.51 | seconds power is 3 | number of threads is 4 | block size is 4
elapsed time = 2.24 | seconds power is 4 | number of threads is 4 | block size is 4
elapsed time = 2.96 | seconds power is 5 | number of threads is 4 | block size is 4
elapsed time = 3.68 | seconds power is 6 | number of threads is 4 | block size is 4
elapsed time = 4.41 | seconds power is 7 | number of threads is 4 | block size is 4
elapsed time = 5.13 | seconds power is 8 | number of threads is 4 | block size is 4
elapsed time = 5.85 | seconds power is 9 | number of threads is 4 | block size is 4
elapsed time = 6.57 | seconds power is 10 | number of threads is 4 | block size is 4
elapsed time = 7.29 | seconds power is 11 | number of threads is 4 | block size is 4
elapsed time = 8.02 | seconds power is 12 | number of threads is 4 | block size is 4
elapsed time = 8.74 | seconds power is 13 | number of threads is 4 | block size is 4
elapsed time = 9.46 | seconds power is 14 | number of threads is 4 | block size is 4
elapsed time = 10.19 | seconds power is 15 | number of threads is 4 | block size is 4
elapsed time = 10.91 | seconds power is 16 | number of threads is 4 | block size is 4
elapsed time = 11.55 | seconds power is 2 | number of threads is 4 | block size is 8
elapsed time = 12.20 | seconds power is 3 | number of threads is 4 | block size is 8
elapsed time = 12.84 | seconds power is 4 | number of threads is 4 | block size is 8
elapsed time = 13.48 | seconds power is 5 | number of threads is 4 | block size is 8
elapsed time = 14.13 | seconds power is 6 | number of threads is 4 | block size is 8
elapsed time = 14.77 | seconds power is 7 | number of threads is 4 | block size is 8
elapsed time = 15.41 | seconds power is 8 | number of threads is 4 | block size is 8
elapsed time = 16.05 | seconds power is 9 | number of threads is 4 | block size is 8
elapsed time = 16.70 | seconds power is 10 | number of threads is 4 | block size is 8
elapsed time = 17.34 | seconds power is 11 | number of threads is 4 | block size is 8
elapsed time = 17.98 | seconds power is 12 | number of threads is 4 | block size is 8
elapsed time = 18.63 | seconds power is 13 | number of threads is 4 | block size is 8
elapsed time = 19.27 | seconds power is 14 | number of threads is 4 | block size is 8
elapsed time = 19.91 | seconds power is 15 | number of threads is 4 | block size is 8
elapsed time = 20.55 | seconds power is 16 | number of threads is 4 | block size is 8
elapsed time = 21.16 | seconds power is 2 | number of threads is 4 | block size is 16
elapsed time = 21.77 | seconds power is 3 | number of threads is 4 | block size is 16
elapsed time = 22.38 | seconds power is 4 | number of threads is 4 | block size is 16
elapsed time = 22.98 | seconds power is 5 | number of threads is 4 | block size is 16
elapsed time = 23.59 | seconds power is 6 | number of threads is 4 | block size is 16
elapsed time = 24.20 | seconds power is 7 | number of threads is 4 | block size is 16
elapsed time = 24.81 | seconds power is 8 | number of threads is 4 | block size is 16
elapsed time = 25.41 | seconds power is 9 | number of threads is 4 | block size is 16
elapsed time = 26.02 | seconds power is 10 | number of threads is 4 | block size is 16
elapsed time = 26.63 | seconds power is 11 | number of threads is 4 | block size is 16
elapsed time = 27.24 | seconds power is 12 | number of threads is 4 | block size is 16
elapsed time = 27.84 | seconds power is 13 | number of threads is 4 | block size is 16
elapsed time = 28.45 | seconds power is 14 | number of threads is 4 | block size is 16
elapsed time = 29.06 | seconds power is 15 | number of threads is 4 | block size is 16
elapsed time = 29.67 | seconds power is 16 | number of threads is 4 | block size is 16
elapsed time = 30.28 | seconds power is 2 | number of threads is 4 | block size is 32
elapsed time = 30.89 | seconds power is 3 | number of threads is 4 | block size is 32
elapsed time = 31.50 | seconds power is 4 | number of threads is 4 | block size is 32
elapsed time = 32.11 | seconds power is 5 | number of threads is 4 | block size is 32
elapsed time = 32.72 | seconds power is 6 | number of threads is 4 | block size is 32
elapsed time = 33.33 | seconds power is 7 | number of threads is 4 | block size is 32
elapsed time = 33.95 | seconds power is 8 | number of threads is 4 | block size is 32
elapsed time = 34.56 | seconds power is 9 | number of threads is 4 | block size is 32
elapsed time = 35.17 | seconds power is 10 | number of threads is 4 | block size is 32
elapsed time = 35.78 | seconds power is 11 | number of threads is 4 | block size is 32
elapsed time = 36.39 | seconds power is 12 | number of threads is 4 | block size is 32
elapsed time = 37.00 | seconds power is 13 | number of threads is 4 | block size is 32
elapsed time = 37.61 | seconds power is 14 | number of threads is 4 | block size is 32
elapsed time = 38.22 | seconds power is 15 | number of threads is 4 | block size is 32
elapsed time = 38.83 | seconds power is 16 | number of threads is 4 | block size is 32
elapsed time = 39.44 | seconds power is 2 | number of threads is 4 | block size is 64
elapsed time = 40.05 | seconds power is 3 | number of threads is 4 | block size is 64
elapsed time = 40.66 | seconds power is 4 | number of threads is 4 | block size is 64
elapsed time = 41.27 | seconds power is 5 | number of threads is 4 | block size is 64
elapsed time = 41.90 | seconds power is 6 | number of threads is 4 | block size is 64
elapsed time = 42.54 | seconds power is 7 | number of threads is 4 | block size is 64
elapsed time = 43.17 | seconds power is 8 | number of threads is 4 | block size is 64
elapsed time = 43.80 | seconds power is 9 | number of threads is 4 | block size is 64
elapsed time = 44.44 | seconds power is 10 | number of threads is 4 | block size is 64
elapsed time = 45.07 | seconds power is 11 | number of threads is 4 | block size is 64
elapsed time = 45.70 | seconds power is 12 | number of threads is 4 | block size is 64
elapsed time = 46.34 | seconds power is 13 | number of threads is 4 | block size is 64
elapsed time = 46.97 | seconds power is 14 | number of threads is 4 | block size is 64
elapsed time = 47.60 | seconds power is 15 | number of threads is 4 | block size is 64
elapsed time = 48.23 | seconds power is 16 | number of threads is 4 | block size is 64
1024 4 thread done
elapsed time = 0.60 | seconds power is 2 | number of threads is 6 | block size is 4
elapsed time = 1.18 | seconds power is 3 | number of threads is 6 | block size is 4
elapsed time = 1.78 | seconds power is 4 | number of threads is 6 | block size is 4
elapsed time = 2.36 | seconds power is 5 | number of threads is 6 | block size is 4
elapsed time = 2.95 | seconds power is 6 | number of threads is 6 | block size is 4
elapsed time = 3.53 | seconds power is 7 | number of threads is 6 | block size is 4
elapsed time = 4.12 | seconds power is 8 | number of threads is 6 | block size is 4
elapsed time = 4.70 | seconds power is 9 | number of threads is 6 | block size is 4
elapsed time = 5.28 | seconds power is 10 | number of threads is 6 | block size is 4
elapsed time = 5.90 | seconds power is 11 | number of threads is 6 | block size is 4
elapsed time = 6.49 | seconds power is 12 | number of threads is 6 | block size is 4
elapsed time = 7.09 | seconds power is 13 | number of threads is 6 | block size is 4
elapsed time = 7.67 | seconds power is 14 | number of threads is 6 | block size is 4
elapsed time = 8.26 | seconds power is 15 | number of threads is 6 | block size is 4
elapsed time = 8.84 | seconds power is 16 | number of threads is 6 | block size is 4
elapsed time = 9.37 | seconds power is 2 | number of threads is 6 | block size is 8
elapsed time = 9.89 | seconds power is 3 | number of threads is 6 | block size is 8
elapsed time = 10.41 | seconds power is 4 | number of threads is 6 | block size is 8
elapsed time = 10.92 | seconds power is 5 | number of threads is 6 | block size is 8
elapsed time = 11.44 | seconds power is 6 | number of threads is 6 | block size is 8
elapsed time = 11.96 | seconds power is 7 | number of threads is 6 | block size is 8
elapsed time = 12.48 | seconds power is 8 | number of threads is 6 | block size is 8
elapsed time = 13.00 | seconds power is 9 | number of threads is 6 | block size is 8
elapsed time = 13.52 | seconds power is 10 | number of threads is 6 | block size is 8
elapsed time = 14.04 | seconds power is 11 | number of threads is 6 | block size is 8
elapsed time = 14.56 | seconds power is 12 | number of threads is 6 | block size is 8
elapsed time = 15.08 | seconds power is 13 | number of threads is 6 | block size is 8
elapsed time = 15.59 | seconds power is 14 | number of threads is 6 | block size is 8
elapsed time = 16.12 | seconds power is 15 | number of threads is 6 | block size is 8
elapsed time = 16.63 | seconds power is 16 | number of threads is 6 | block size is 8
elapsed time = 17.13 | seconds power is 2 | number of threads is 6 | block size is 16
elapsed time = 17.63 | seconds power is 3 | number of threads is 6 | block size is 16
elapsed time = 18.12 | seconds power is 4 | number of threads is 6 | block size is 16
elapsed time = 18.62 | seconds power is 5 | number of threads is 6 | block size is 16
elapsed time = 19.12 | seconds power is 6 | number of threads is 6 | block size is 16
elapsed time = 19.61 | seconds power is 7 | number of threads is 6 | block size is 16
elapsed time = 20.11 | seconds power is 8 | number of threads is 6 | block size is 16
elapsed time = 20.61 | seconds power is 9 | number of threads is 6 | block size is 16
elapsed time = 21.10 | seconds power is 10 | number of threads is 6 | block size is 16
elapsed time = 21.60 | seconds power is 11 | number of threads is 6 | block size is 16
elapsed time = 22.10 | seconds power is 12 | number of threads is 6 | block size is 16
elapsed time = 22.59 | seconds power is 13 | number of threads is 6 | block size is 16
elapsed time = 23.09 | seconds power is 14 | number of threads is 6 | block size is 16
elapsed time = 23.58 | seconds power is 15 | number of threads is 6 | block size is 16
elapsed time = 24.08 | seconds power is 16 | number of threads is 6 | block size is 16
elapsed time = 24.60 | seconds power is 2 | number of threads is 6 | block size is 32
elapsed time = 25.11 | seconds power is 3 | number of threads is 6 | block size is 32
elapsed time = 25.62 | seconds power is 4 | number of threads is 6 | block size is 32
elapsed time = 26.14 | seconds power is 5 | number of threads is 6 | block size is 32
elapsed time = 26.65 | seconds power is 6 | number of threads is 6 | block size is 32
elapsed time = 27.17 | seconds power is 7 | number of threads is 6 | block size is 32
elapsed time = 27.68 | seconds power is 8 | number of threads is 6 | block size is 32
elapsed time = 28.20 | seconds power is 9 | number of threads is 6 | block size is 32
elapsed time = 28.72 | seconds power is 10 | number of threads is 6 | block size is 32
elapsed time = 29.23 | seconds power is 11 | number of threads is 6 | block size is 32
elapsed time = 29.75 | seconds power is 12 | number of threads is 6 | block size is 32
elapsed time = 30.26 | seconds power is 13 | number of threads is 6 | block size is 32
elapsed time = 30.77 | seconds power is 14 | number of threads is 6 | block size is 32
elapsed time = 31.29 | seconds power is 15 | number of threads is 6 | block size is 32
elapsed time = 31.80 | seconds power is 16 | number of threads is 6 | block size is 32
elapsed time = 32.31 | seconds power is 2 | number of threads is 6 | block size is 64
elapsed time = 32.83 | seconds power is 3 | number of threads is 6 | block size is 64
elapsed time = 33.34 | seconds power is 4 | number of threads is 6 | block size is 64
elapsed time = 33.86 | seconds power is 5 | number of threads is 6 | block size is 64
elapsed time = 34.37 | seconds power is 6 | number of threads is 6 | block size is 64
elapsed time = 34.89 | seconds power is 7 | number of threads is 6 | block size is 64
elapsed time = 35.40 | seconds power is 8 | number of threads is 6 | block size is 64
elapsed time = 35.92 | seconds power is 9 | number of threads is 6 | block size is 64
elapsed time = 36.43 | seconds power is 10 | number of threads is 6 | block size is 64
elapsed time = 36.94 | seconds power is 11 | number of threads is 6 | block size is 64
elapsed time = 37.45 | seconds power is 12 | number of threads is 6 | block size is 64
elapsed time = 37.97 | seconds power is 13 | number of threads is 6 | block size is 64
elapsed time = 38.49 | seconds power is 14 | number of threads is 6 | block size is 64
elapsed time = 39.01 | seconds power is 15 | number of threads is 6 | block size is 64
elapsed time = 39.52 | seconds power is 16 | number of threads is 6 | block size is 64
1024 6 thread done
elapsed time = 0.49 | seconds power is 2 | number of threads is 8 | block size is 4
elapsed time = 0.97 | seconds power is 3 | number of threads is 8 | block size is 4
elapsed time = 1.45 | seconds power is 4 | number of threads is 8 | block size is 4
elapsed time = 1.93 | seconds power is 5 | number of threads is 8 | block size is 4
elapsed time = 2.42 | seconds power is 6 | number of threads is 8 | block size is 4
elapsed time = 2.94 | seconds power is 7 | number of threads is 8 | block size is 4
elapsed time = 3.42 | seconds power is 8 | number of threads is 8 | block size is 4
elapsed time = 3.90 | seconds power is 9 | number of threads is 8 | block size is 4
elapsed time = 4.38 | seconds power is 10 | number of threads is 8 | block size is 4
elapsed time = 4.86 | seconds power is 11 | number of threads is 8 | block size is 4
elapsed time = 5.35 | seconds power is 12 | number of threads is 8 | block size is 4
elapsed time = 5.83 | seconds power is 13 | number of threads is 8 | block size is 4
elapsed time = 6.31 | seconds power is 14 | number of threads is 8 | block size is 4
elapsed time = 6.80 | seconds power is 15 | number of threads is 8 | block size is 4
elapsed time = 7.28 | seconds power is 16 | number of threads is 8 | block size is 4
elapsed time = 7.70 | seconds power is 2 | number of threads is 8 | block size is 8
elapsed time = 8.12 | seconds power is 3 | number of threads is 8 | block size is 8
elapsed time = 8.55 | seconds power is 4 | number of threads is 8 | block size is 8
elapsed time = 8.97 | seconds power is 5 | number of threads is 8 | block size is 8
elapsed time = 9.39 | seconds power is 6 | number of threads is 8 | block size is 8
elapsed time = 9.82 | seconds power is 7 | number of threads is 8 | block size is 8
elapsed time = 10.24 | seconds power is 8 | number of threads is 8 | block size is 8
elapsed time = 10.67 | seconds power is 9 | number of threads is 8 | block size is 8
elapsed time = 11.10 | seconds power is 10 | number of threads is 8 | block size is 8
elapsed time = 11.52 | seconds power is 11 | number of threads is 8 | block size is 8
elapsed time = 11.94 | seconds power is 12 | number of threads is 8 | block size is 8
elapsed time = 12.37 | seconds power is 13 | number of threads is 8 | block size is 8
elapsed time = 12.79 | seconds power is 14 | number of threads is 8 | block size is 8
elapsed time = 13.22 | seconds power is 15 | number of threads is 8 | block size is 8
elapsed time = 13.64 | seconds power is 16 | number of threads is 8 | block size is 8
elapsed time = 14.04 | seconds power is 2 | number of threads is 8 | block size is 16
elapsed time = 14.45 | seconds power is 3 | number of threads is 8 | block size is 16
elapsed time = 14.85 | seconds power is 4 | number of threads is 8 | block size is 16
elapsed time = 15.25 | seconds power is 5 | number of threads is 8 | block size is 16
elapsed time = 15.66 | seconds power is 6 | number of threads is 8 | block size is 16
elapsed time = 16.06 | seconds power is 7 | number of threads is 8 | block size is 16
elapsed time = 16.46 | seconds power is 8 | number of threads is 8 | block size is 16
elapsed time = 16.87 | seconds power is 9 | number of threads is 8 | block size is 16
elapsed time = 17.27 | seconds power is 10 | number of threads is 8 | block size is 16
elapsed time = 17.67 | seconds power is 11 | number of threads is 8 | block size is 16
elapsed time = 18.07 | seconds power is 12 | number of threads is 8 | block size is 16
elapsed time = 18.48 | seconds power is 13 | number of threads is 8 | block size is 16
elapsed time = 18.88 | seconds power is 14 | number of threads is 8 | block size is 16
elapsed time = 19.28 | seconds power is 15 | number of threads is 8 | block size is 16
elapsed time = 19.69 | seconds power is 16 | number of threads is 8 | block size is 16
elapsed time = 20.09 | seconds power is 2 | number of threads is 8 | block size is 32
elapsed time = 20.49 | seconds power is 3 | number of threads is 8 | block size is 32
elapsed time = 20.89 | seconds power is 4 | number of threads is 8 | block size is 32
elapsed time = 21.29 | seconds power is 5 | number of threads is 8 | block size is 32
elapsed time = 21.68 | seconds power is 6 | number of threads is 8 | block size is 32
elapsed time = 22.08 | seconds power is 7 | number of threads is 8 | block size is 32
elapsed time = 22.50 | seconds power is 8 | number of threads is 8 | block size is 32
elapsed time = 22.89 | seconds power is 9 | number of threads is 8 | block size is 32
elapsed time = 23.30 | seconds power is 10 | number of threads is 8 | block size is 32
elapsed time = 23.70 | seconds power is 11 | number of threads is 8 | block size is 32
elapsed time = 24.10 | seconds power is 12 | number of threads is 8 | block size is 32
elapsed time = 24.50 | seconds power is 13 | number of threads is 8 | block size is 32
elapsed time = 24.90 | seconds power is 14 | number of threads is 8 | block size is 32
elapsed time = 25.30 | seconds power is 15 | number of threads is 8 | block size is 32
elapsed time = 25.70 | seconds power is 16 | number of threads is 8 | block size is 32
elapsed time = 26.09 | seconds power is 2 | number of threads is 8 | block size is 64
elapsed time = 26.49 | seconds power is 3 | number of threads is 8 | block size is 64
elapsed time = 26.88 | seconds power is 4 | number of threads is 8 | block size is 64
elapsed time = 27.28 | seconds power is 5 | number of threads is 8 | block size is 64
elapsed time = 27.68 | seconds power is 6 | number of threads is 8 | block size is 64
elapsed time = 28.07 | seconds power is 7 | number of threads is 8 | block size is 64
elapsed time = 28.47 | seconds power is 8 | number of threads is 8 | block size is 64
elapsed time = 28.87 | seconds power is 9 | number of threads is 8 | block size is 64
elapsed time = 29.26 | seconds power is 10 | number of threads is 8 | block size is 64
elapsed time = 29.66 | seconds power is 11 | number of threads is 8 | block size is 64
elapsed time = 30.05 | seconds power is 12 | number of threads is 8 | block size is 64
elapsed time = 30.45 | seconds power is 13 | number of threads is 8 | block size is 64
elapsed time = 30.85 | seconds power is 14 | number of threads is 8 | block size is 64
elapsed time = 31.24 | seconds power is 15 | number of threads is 8 | block size is 64
elapsed time = 31.64 | seconds power is 16 | number of threads is 8 | block size is 64
1024 8 thread done
elapsed time = 0.50 | seconds power is 2 | number of threads is 10 | block size is 4
elapsed time = 0.99 | seconds power is 3 | number of threads is 10 | block size is 4
elapsed time = 1.48 | seconds power is 4 | number of threads is 10 | block size is 4
elapsed time = 1.97 | seconds power is 5 | number of threads is 10 | block size is 4
elapsed time = 2.48 | seconds power is 6 | number of threads is 10 | block size is 4
elapsed time = 2.96 | seconds power is 7 | number of threads is 10 | block size is 4
elapsed time = 3.47 | seconds power is 8 | number of threads is 10 | block size is 4
elapsed time = 3.97 | seconds power is 9 | number of threads is 10 | block size is 4
elapsed time = 4.47 | seconds power is 10 | number of threads is 10 | block size is 4
elapsed time = 4.96 | seconds power is 11 | number of threads is 10 | block size is 4
elapsed time = 5.47 | seconds power is 12 | number of threads is 10 | block size is 4
